Customer_ID,Age,Gender,Region,Employment_Status,Education_Level,Years_Driving,Car_Make,Car_Model,Manufacture_Year,Annual_Mileage,Number_of_Accidents,Number_of_Claims,Car_Value,Premium_Amount,Marital_Status,Has_AntiTheft_Device,Policy_Term,Credit_Score,Vehicle_Usage,Credit_Category
4520,19,Female,KwaZulu-Natal,Unemployed,Diploma,1,Ford,Fiesta,2014,54245,1,0,50464,1296,Single,1,12,378,Commercial,Poor
4521,57,Female,North West,Unemployed,High School,14,Volkswagen,Golf,2021,12722,0,0,914099,18510,Married,0,24,438,Private,Poor
4522,34,Female,Eastern Cape,Unemployed,Postgraduate,16,Volkswagen,Tiguan,2003,11711,1,0,1180338,23806,Single,0,24,450,Private,Poor
4523,72,Male,Western Cape,Self-employed,Postgraduate,38,Ford,Ranger,2005,35100,0,0,900652,18222,Married,1,12,443,Commercial,Poor
4524,51,Female,Mpumalanga,Employed,Postgraduate,23,Toyota,Hilux,2021,49138,0,0,584480,11891,Single,1,12,570,Business,Poor
4525,59,Female,Western Cape,Employed,High School,7,BMW,X5,2001,50981,0,0,445092,9175,Divorced,1,6,422,Commercial,Poor
4526,33,Male,North West,Self-employed,High School,15,Mercedes,A200,2022,19795,0,0,1082386,21827,Divorced,1,24,376,Business,Poor
4527,55,Male,Gauteng,Employed,Degree,37,Hyundai,Creta,2008,48764,0,0,718242,14563,Married,0,6,736,Commercial,Good
4529,19,Female,Western Cape,Employed,Degree,1,Hyundai,i20,2018,27951,0,1,443572,8977,Widowed,1,6,690,Private,Good
4530,43,Female,KwaZulu-Natal,Employed,Degree,16,BMW,X5,2007,37861,0,0,826716,16792,Single,1,6,401,Commercial,Poor
4531,30,Female,KwaZulu-Natal,Employed,High School,9,Volkswagen,Tiguan,2019,24557,0,0,66898,1632,Married,0,24,375,Commercial,Poor
4532,73,Male,Mpumalanga,Retired,Diploma,39,Hyundai,Tucson,2009,31133,1,1,373154,7647,Married,0,6,459,Private,Poor
4533,64,Female,North West,Employed,High School,46,Toyota,Hilux,2016,42249,0,0,898868,18118,Widowed,0,6,738,Business,Good
4534,48,Male,Mpumalanga,Unemployed,High School,30,Hyundai,Creta,2018,5918,0,0,810078,16361,Divorced,1,12,528,Business,Poor
4535,51,Female,Western Cape,Employed,Diploma,33,Toyota,Corolla,2000,49246,1,0,1450318,29231,Widowed,1,24,418,Commercial,Poor
4536,56,Female,Western Cape,Employed,Diploma,31,Mercedes,C200,2020,7517,0,1,1158447,23326,Widowed,1,6,633,Private,Fair
4537,20,Female,Gauteng,Employed,High School,2,Hyundai,Tucson,2014,31813,0,0,944866,19088,Single,1,24,484,Commercial,Poor
4538,25,Male,Gauteng,Employed,Postgraduate,7,Volkswagen,Golf,2010,50210,0,0,1495534,30211,Widowed,0,6,353,Commercial,Poor
4539,40,Female,Mpumalanga,Self-employed,Degree,22,Mercedes,GLA,2006,43881,3,0,1278906,25749,Widowed,0,12,421,Private,Poor
4540,31,Female,Mpumalanga,Unemployed,Postgraduate,2,Hyundai,Tucson,2015,26962,0,0,1420031,28619,Married,0,12,771,Private,Very Good
4541,73,Male,Northern Cape,Retired,Degree,6,Volkswagen,Golf,2002,9828,1,0,440352,9095,Divorced,1,24,343,Commercial,Poor
4542,72,Female,North West,Retired,Postgraduate,44,Mercedes,C200,2022,45996,0,0,296070,6093,Single,0,24,651,Business,Fair
4543,44,Male,Limpopo,Employed,Diploma,26,Volkswagen,Tiguan,2011,48333,0,1,134537,2864,Widowed,1,6,408,Private,Poor
4544,71,Female,Mpumalanga,Retired,Postgraduate,17,Volkswagen,Polo,2023,7575,0,1,1152928,23294,Married,0,6,828,Commercial,Excellent
4545,46,Male,Limpopo,Employed,High School,26,Toyota,Fortuner,2015,32771,0,0,1460645,29398,Married,1,24,429,Private,Poor
4546,56,Male,Limpopo,Employed,Degree,12,BMW,X5,2019,27547,1,1,945159,19108,Divorced,1,12,590,Private,Fair
4547,70,Male,Mpumalanga,Retired,Degree,20,Ford,EcoSport,2018,40657,1,0,1117374,22582,Divorced,1,12,604,Commercial,Fair
4548,56,Female,Limpopo,Self-employed,Postgraduate,38,Toyota,Hilux,2001,14133,0,0,1317423,26550,Single,1,6,462,Commercial,Poor
4549,18,Male,Free State,Self-employed,Diploma,0,Toyota,Hilux,2007,35565,1,0,1406222,28260,Single,1,12,824,Business,Excellent
4550,34,Male,KwaZulu-Natal,Student,High School,16,Mercedes,C200,2018,43217,0,2,421647,8637,Single,0,12,316,Private,Poor
4551,58,Female,KwaZulu-Natal,Self-employed,Diploma,35,BMW,118i,2022,31347,0,0,538610,10968,Married,0,6,838,Commercial,Excellent
4552,47,Male,Eastern Cape,Unemployed,High School,29,BMW,320i,2010,57632,0,0,1253308,25221,Divorced,1,24,421,Business,Poor
4553,70,Female,Eastern Cape,Self-employed,High School,29,Hyundai,i20,2010,35010,1,0,1464430,29516,Married,0,6,445,Business,Poor
4554,30,Female,KwaZulu-Natal,Employed,High School,12,Ford,EcoSport,2001,28253,0,0,997730,20122,Married,0,24,364,Private,Poor
4555,38,Male,Western Cape,Employed,Postgraduate,20,Toyota,Corolla,2004,31271,0,1,394415,8056,Divorced,0,12,592,Private,Fair
4556,36,Male,Gauteng,Employed,High School,18,Toyota,Corolla,2004,26721,0,0,604355,12260,Divorced,0,24,642,Private,Fair
4557,70,Female,North West,Retired,High School,40,Volkswagen,Tiguan,2023,48401,3,0,858889,17374,Married,1,24,437,Business,Poor
4558,36,Male,Eastern Cape,Employed,High School,13,Volkswagen,Golf,2023,43032,1,0,680344,13824,Single,1,12,411,Private,Poor
4559,74,Male,Free State,Retired,Degree,26,Ford,EcoSport,2009,19913,1,0,400644,8215,Married,1,6,300,Private,Poor
4560,42,Male,Western Cape,Self-employed,Degree,22,Toyota,Hilux,2001,40868,1,1,177171,3768,Divorced,0,12,392,Private,Poor
4561,39,Male,North West,Unemployed,Postgraduate,8,BMW,118i,2014,15477,0,1,1290174,26056,Widowed,0,24,593,Business,Fair
4562,48,Female,Eastern Cape,Employed,Postgraduate,30,BMW,320i,2017,6914,0,0,327896,6745,Married,1,6,623,Commercial,Fair
4563,34,Female,Eastern Cape,Unemployed,Degree,7,Toyota,Hilux,2011,58891,1,1,346841,7199,Married,1,24,359,Business,Poor
4564,72,Male,Eastern Cape,Retired,Degree,5,Volkswagen,Tiguan,2009,32933,0,0,706990,14332,Divorced,1,12,772,Private,Very Good
4565,40,Female,Eastern Cape,Self-employed,High School,22,Toyota,Fortuner,2006,14404,0,1,493491,10015,Single,1,24,838,Commercial,Excellent
4566,49,Male,Mpumalanga,Employed,Degree,1,Hyundai,i20,2014,24385,0,0,995769,20155,Single,1,12,382,Private,Poor
4567,27,Male,Limpopo,Student,Postgraduate,9,Hyundai,i20,2014,56403,0,0,259740,5355,Married,1,6,545,Business,Poor
4568,27,Male,Mpumalanga,Employed,Postgraduate,9,Hyundai,i20,2011,54313,0,0,502823,10166,Widowed,0,12,817,Private,Excellent
4569,53,Male,North West,Employed,High School,35,Mercedes,A200,2019,22741,1,1,427016,8684,Widowed,1,24,640,Private,Fair
4570,25,Female,Northern Cape,Self-employed,Diploma,7,Hyundai,i20,2014,6175,0,0,179443,3815,Widowed,0,6,512,Private,Poor
4571,71,Male,Free State,Self-employed,Diploma,52,Hyundai,Tucson,2002,45186,0,0,1201513,24165,Divorced,1,12,653,Business,Fair
4572,69,Female,Northern Cape,Retired,Degree,32,Volkswagen,Tiguan,2015,59865,0,0,1187434,23969,Divorced,0,6,651,Commercial,Fair
4573,37,Male,Limpopo,Employed,High School,7,BMW,118i,2018,59808,1,1,544243,11137,Single,1,12,718,Commercial,Good
4574,49,Female,Free State,Employed,Degree,31,Mercedes,C200,2006,42208,0,0,1115370,22405,Widowed,1,24,801,Private,Excellent
4575,67,Female,Mpumalanga,Self-employed,High School,29,Toyota,Corolla,2016,46064,0,0,107101,2321,Married,1,6,423,Private,Poor
4576,31,Female,Western Cape,Employed,Degree,13,Ford,Fiesta,2003,11424,1,0,1458685,29392,Divorced,1,6,560,Commercial,Poor
4577,67,Female,Free State,Self-employed,Postgraduate,21,Toyota,Hilux,2021,49763,0,0,1409792,28440,Widowed,0,24,382,Business,Poor
4578,45,Male,Northern Cape,Employed,Postgraduate,27,Toyota,Corolla,2014,50213,2,0,198861,4132,Divorced,1,12,822,Business,Excellent
4579,63,Female,Northern Cape,Unemployed,Diploma,45,Volkswagen,Golf,2008,5950,0,0,1031349,20812,Widowed,0,12,680,Commercial,Good
4580,69,Male,Gauteng,Retired,Diploma,44,Toyota,Corolla,2016,50656,0,0,927656,18695,Single,1,12,498,Private,Poor
4581,70,Female,Eastern Cape,Self-employed,Degree,43,Mercedes,C200,2000,55071,1,1,772205,15601,Divorced,0,6,642,Private,Fair
4582,41,Female,Northern Cape,Unemployed,Postgraduate,23,Volkswagen,Tiguan,2001,28545,0,0,77775,1768,Widowed,0,24,304,Business,Poor
4583,32,Female,Limpopo,Employed,Degree,14,Volkswagen,Tiguan,2006,31855,1,0,454086,9299,Married,1,24,388,Commercial,Poor
4584,39,Male,Gauteng,Self-employed,Postgraduate,20,BMW,X5,2022,29446,0,0,1303034,26265,Single,0,24,549,Private,Poor
4585,47,Female,Eastern Cape,Employed,High School,22,Hyundai,Creta,2013,38190,2,0,711497,14448,Married,1,12,775,Commercial,Very Good
4586,21,Male,Limpopo,Self-employed,Postgraduate,3,Volkswagen,Golf,2004,58452,1,0,1352919,27260,Single,0,24,448,Private,Poor
4587,30,Male,North West,Employed,Diploma,12,Toyota,Hilux,2003,48535,0,0,961684,19446,Widowed,0,6,453,Commercial,Poor
4588,40,Male,Western Cape,Employed,Postgraduate,4,Ford,EcoSport,2012,12343,0,0,389981,8054,Widowed,0,12,625,Business,Fair
4589,25,Female,Eastern Cape,Employed,Degree,3,Mercedes,GLA,2009,48159,1,0,652336,13270,Married,1,6,557,Private,Poor
4590,35,Female,Eastern Cape,Unemployed,High School,9,BMW,118i,2012,45881,0,0,854668,17334,Single,1,6,461,Business,Poor
4591,29,Female,North West,Student,Diploma,5,Mercedes,A200,2021,28681,2,1,420032,8648,Divorced,0,12,805,Business,Excellent
4592,72,Female,Mpumalanga,Retired,High School,54,BMW,320i,2023,42340,1,1,935780,18890,Widowed,1,6,512,Commercial,Poor
4593,48,Female,KwaZulu-Natal,Employed,Diploma,3,Mercedes,C200,2011,28590,0,1,228716,4809,Married,1,24,419,Private,Poor
4594,31,Female,Gauteng,Employed,Diploma,13,Toyota,Hilux,2022,58606,0,0,671128,13662,Married,1,12,397,Commercial,Poor
4595,51,Female,KwaZulu-Natal,Unemployed,High School,32,Volkswagen,Polo,2017,6232,0,1,898233,18171,Widowed,0,24,825,Commercial,Excellent
4596,35,Male,Western Cape,Employed,High School,17,Volkswagen,Tiguan,2010,53570,1,1,503722,10312,Married,0,24,543,Commercial,Poor
4597,73,Female,Free State,Retired,Postgraduate,18,Hyundai,Tucson,2017,29214,0,0,1111853,22469,Widowed,0,12,317,Private,Poor
4598,51,Male,Mpumalanga,Unemployed,Postgraduate,33,Hyundai,Tucson,2021,16340,2,0,380888,7820,Widowed,0,12,671,Commercial,Good
4599,28,Male,Northern Cape,Unemployed,Diploma,10,Hyundai,i20,2011,27670,1,0,1011631,20394,Married,1,6,512,Private,Poor
4600,58,Female,Eastern Cape,Self-employed,Postgraduate,40,Toyota,Corolla,2000,47484,0,0,453816,9242,Widowed,1,12,388,Business,Poor
4601,29,Female,Free State,Student,Postgraduate,11,BMW,118i,2020,13251,0,0,975142,19711,Married,0,6,345,Business,Poor
4602,66,Male,Northern Cape,Retired,Diploma,29,Mercedes,C200,2015,44231,0,0,1493401,30088,Widowed,0,6,461,Business,Poor
4603,32,Male,North West,Employed,Postgraduate,14,Ford,Ranger,2013,26377,2,0,512588,10426,Widowed,0,6,820,Business,Excellent
4604,74,Female,Free State,Retired,High School,47,BMW,118i,2000,51021,0,1,513293,10440,Widowed,1,24,640,Commercial,Fair
4605,48,Male,North West,Employed,Degree,30,BMW,X5,2006,44075,0,0,537224,10911,Widowed,1,6,726,Commercial,Good
4606,66,Male,Limpopo,Retired,High School,2,Mercedes,A200,2018,18526,1,1,475942,9802,Single,1,24,507,Commercial,Poor
4607,46,Male,Limpopo,Self-employed,Degree,11,Ford,Fiesta,2004,32393,0,0,271211,5657,Widowed,0,12,445,Private,Poor
4608,43,Male,Gauteng,Employed,High School,25,Hyundai,Creta,2016,30463,0,0,979820,19789,Married,1,24,496,Business,Poor
4609,35,Female,KwaZulu-Natal,Self-employed,Degree,4,BMW,X5,2009,27276,0,1,481082,9850,Widowed,0,12,665,Private,Fair
4610,49,Female,KwaZulu-Natal,Employed,Degree,29,Toyota,Fortuner,2003,28591,0,0,1043200,21085,Widowed,0,24,458,Business,Poor
4611,39,Male,Limpopo,Employed,Postgraduate,21,BMW,118i,2023,33623,0,1,166441,3475,Single,1,6,534,Business,Poor
4612,55,Male,North West,Employed,Diploma,37,Toyota,Fortuner,2013,59719,0,1,1163716,23426,Widowed,1,12,812,Commercial,Excellent
4613,34,Male,North West,Student,High School,3,BMW,X5,2022,18350,0,0,512386,10514,Widowed,1,6,324,Business,Poor
4614,40,Female,Gauteng,Self-employed,Postgraduate,2,BMW,320i,2005,13866,0,1,130058,2865,Divorced,0,6,344,Private,Poor
4615,41,Female,Northern Cape,Unemployed,High School,23,Hyundai,Tucson,2011,39744,0,0,376496,7637,Married,1,24,842,Private,Excellent
4616,67,Male,Mpumalanga,Self-employed,High School,36,Ford,Ranger,2019,59824,0,0,1444472,29122,Married,0,12,452,Commercial,Poor
4617,25,Male,Mpumalanga,Student,Degree,7,Volkswagen,Golf,2011,46121,0,1,1292642,26107,Divorced,0,6,450,Business,Poor
4618,58,Male,Western Cape,Employed,Degree,40,BMW,320i,2000,37658,1,1,1009254,20360,Single,0,24,614,Business,Fair
4619,23,Female,Northern Cape,Employed,Diploma,5,BMW,118i,2011,43617,3,0,1499795,30150,Divorced,1,6,849,Commercial,Excellent
4620,22,Male,Limpopo,Employed,Degree,4,BMW,118i,2005,34481,1,0,805227,16335,Single,1,6,708,Business,Good
4621,61,Male,Mpumalanga,Employed,High School,43,Ford,Ranger,2003,15090,1,0,1099417,22185,Widowed,0,12,698,Commercial,Good
4622,74,Male,Northern Cape,Retired,Degree,30,BMW,118i,2016,48024,1,0,71110,1634,Widowed,1,12,623,Commercial,Fair
4623,46,Male,North West,Employed,Postgraduate,19,Mercedes,GLA,2009,34808,0,1,1176215,23744,Single,1,12,748,Commercial,Very Good
4624,45,Male,KwaZulu-Natal,Employed,Postgraduate,19,Toyota,Hilux,2018,7082,2,1,455983,9348,Married,1,12,507,Business,Poor
4625,28,Female,North West,Self-employed,Degree,10,Toyota,Fortuner,2010,30803,0,1,354017,7295,Single,0,12,502,Commercial,Poor
4626,74,Female,Western Cape,Retired,Diploma,31,Hyundai,Tucson,2000,10282,0,0,940166,19034,Divorced,1,6,369,Commercial,Poor
4627,18,Female,Free State,Unemployed,Degree,0,Ford,Ranger,2004,9452,1,1,252065,5318,Widowed,0,6,512,Commercial,Poor
4628,60,Male,Eastern Cape,Employed,Postgraduate,29,Ford,Ranger,2023,14651,1,2,431213,8811,Married,1,6,459,Private,Poor
4629,36,Female,Gauteng,Self-employed,High School,3,BMW,X5,2013,39889,0,0,1177426,23838,Single,1,6,338,Commercial,Poor
4630,26,Male,Eastern Cape,Unemployed,High School,8,Toyota,Hilux,2012,28338,1,0,1177921,23758,Single,1,6,473,Private,Poor
4631,44,Female,Gauteng,Self-employed,High School,22,Toyota,Corolla,2001,58654,2,0,651338,13253,Single,0,24,647,Business,Fair
4632,51,Female,Eastern Cape,Employed,Postgraduate,33,Mercedes,A200,2013,27643,1,0,866015,17459,Widowed,1,24,520,Private,Poor
4633,61,Male,Limpopo,Unemployed,Postgraduate,20,Mercedes,A200,2005,55346,0,1,1386800,28014,Divorced,0,24,349,Commercial,Poor
4634,21,Male,Free State,Employed,High School,3,BMW,320i,2005,43324,0,0,1129119,22752,Married,0,6,449,Business,Poor
4635,53,Male,Limpopo,Self-employed,Diploma,7,Mercedes,GLA,2020,55760,1,1,982059,19889,Married,1,6,506,Business,Poor
4636,35,Female,Eastern Cape,Employed,Diploma,4,Volkswagen,Golf,2022,37194,0,0,690125,14036,Widowed,1,12,632,Business,Fair
4637,32,Male,Eastern Cape,Employed,High School,1,Mercedes,C200,2000,14409,0,1,576802,11798,Divorced,1,6,685,Commercial,Good
4638,68,Female,KwaZulu-Natal,Self-employed,High School,41,Mercedes,C200,2019,50473,1,2,1027149,20737,Divorced,0,12,598,Business,Fair
4639,30,Female,Northern Cape,Self-employed,Postgraduate,7,Mercedes,C200,2010,29482,0,0,546867,11166,Widowed,1,6,369,Private,Poor
4640,36,Female,Mpumalanga,Employed,Degree,18,BMW,118i,2021,6489,1,1,420750,8651,Widowed,1,6,322,Business,Poor
4641,66,Male,Limpopo,Retired,Postgraduate,37,Hyundai,i20,2003,6690,0,0,755380,15263,Married,1,12,506,Private,Poor
4642,23,Male,Free State,Unemployed,Degree,5,Hyundai,Tucson,2005,16760,1,0,695242,14091,Single,0,6,833,Business,Excellent
4643,65,Male,Gauteng,Unemployed,Degree,9,BMW,X5,2001,9843,1,0,1306096,26394,Divorced,1,24,440,Commercial,Poor
4644,73,Female,North West,Retired,Degree,27,Toyota,Hilux,2019,41506,0,0,651486,13256,Single,0,6,440,Business,Poor
4645,29,Female,Limpopo,Employed,Degree,11,Toyota,Corolla,2004,17261,0,0,382056,7817,Widowed,0,12,477,Private,Poor
4646,68,Male,Limpopo,Retired,High School,50,Ford,Fiesta,2014,46407,0,0,326283,6633,Single,1,12,848,Business,Excellent
4647,54,Female,Northern Cape,Employed,Degree,23,BMW,320i,2022,44718,1,0,145403,3100,Married,1,24,463,Private,Poor
4648,34,Female,Free State,Student,Degree,12,Hyundai,Tucson,2007,14403,2,0,1418113,28635,Single,0,12,628,Commercial,Fair
4649,40,Female,Eastern Cape,Self-employed,Degree,13,BMW,320i,2016,25688,0,0,538425,10985,Divorced,1,24,624,Business,Fair
4650,43,Male,Eastern Cape,Employed,Postgraduate,25,Ford,Ranger,2022,47056,0,3,969439,19645,Married,0,6,367,Commercial,Poor
4651,46,Female,Northern Cape,Self-employed,Postgraduate,15,Hyundai,Tucson,2009,37863,1,1,1331352,26884,Single,0,12,458,Business,Poor
4652,50,Female,Limpopo,Employed,Postgraduate,16,BMW,118i,2008,54046,0,1,849941,17212,Widowed,0,12,819,Business,Excellent
4653,44,Male,Mpumalanga,Self-employed,Diploma,26,Mercedes,C200,2001,28531,0,0,343927,7033,Married,0,6,771,Private,Very Good
4654,42,Male,Northern Cape,Employed,Postgraduate,9,Volkswagen,Polo,2010,48853,2,0,1094265,22105,Single,1,24,773,Business,Very Good
4655,73,Male,Northern Cape,Retired,Diploma,42,Hyundai,Tucson,2001,51602,0,0,1400138,28189,Divorced,0,6,792,Commercial,Very Good
4656,72,Male,Eastern Cape,Retired,Postgraduate,52,BMW,X5,2015,20363,0,0,788688,15903,Divorced,1,6,460,Private,Poor
4657,27,Male,North West,Student,Diploma,9,Ford,Ranger,2003,25530,0,0,1477055,29766,Married,0,6,454,Business,Poor
4658,64,Male,Northern Cape,Employed,Postgraduate,46,Mercedes,GLA,2016,42426,0,0,958585,19363,Divorced,0,12,627,Commercial,Fair
4659,40,Female,Mpumalanga,Unemployed,High School,15,Hyundai,i20,2008,55735,0,1,1400178,28242,Widowed,0,12,591,Business,Fair
4660,38,Female,Eastern Cape,Unemployed,Postgraduate,20,Volkswagen,Golf,2011,29527,0,1,80708,1838,Divorced,1,6,384,Commercial,Poor
4661,38,Female,Mpumalanga,Employed,Diploma,20,Mercedes,A200,2004,33451,0,0,912816,18472,Divorced,1,6,456,Commercial,Poor
4662,60,Female,Limpopo,Unemployed,Degree,40,Volkswagen,Polo,2002,32928,2,2,997829,20159,Married,1,24,376,Business,Poor
4663,30,Male,Limpopo,Employed,Postgraduate,12,Volkswagen,Golf,2005,50188,0,0,1209134,24367,Married,0,6,806,Business,Excellent
4664,54,Female,Free State,Employed,Degree,36,Volkswagen,Tiguan,2006,22225,1,0,886881,17964,Widowed,0,24,323,Commercial,Poor
4665,50,Male,Limpopo,Unemployed,Degree,23,Hyundai,Creta,2003,29132,0,0,941982,19056,Married,1,24,425,Business,Poor
4666,41,Male,North West,Employed,Postgraduate,9,Volkswagen,Golf,2013,35568,0,0,728073,14777,Married,0,6,664,Private,Fair
4667,61,Female,Gauteng,Unemployed,Postgraduate,32,Hyundai,Tucson,2013,34558,0,1,609205,12366,Single,0,24,820,Business,Excellent
4668,28,Female,Western Cape,Employed,High School,10,Ford,Fiesta,2001,26526,1,0,103439,2250,Married,1,24,337,Private,Poor
4669,34,Male,Mpumalanga,Employed,Diploma,16,BMW,320i,2020,42349,2,0,75965,1715,Single,1,12,461,Commercial,Poor
4670,21,Male,Gauteng,Student,Postgraduate,3,Toyota,Fortuner,2014,37269,3,0,1025239,20673,Single,1,24,620,Private,Fair
4671,64,Male,Free State,Unemployed,Diploma,45,Mercedes,C200,2011,8763,0,0,433466,8866,Widowed,0,6,625,Commercial,Fair
4672,42,Male,Free State,Employed,Postgraduate,16,Mercedes,A200,2013,29662,0,0,1145966,23150,Widowed,1,6,422,Business,Poor
4673,47,Female,Northern Cape,Employed,Degree,29,Hyundai,Creta,2022,47031,0,0,109917,2376,Divorced,1,12,628,Business,Fair
4674,26,Male,North West,Self-employed,Degree,8,Mercedes,C200,2009,56042,2,0,924388,18698,Married,1,6,545,Business,Poor
4675,38,Female,Free State,Employed,Postgraduate,20,Mercedes,GLA,2002,27328,1,0,933014,18841,Single,1,6,436,Private,Poor
4676,37,Male,Western Cape,Employed,Diploma,19,Toyota,Fortuner,2001,26152,1,0,308982,6423,Divorced,0,24,376,Commercial,Poor
4677,36,Male,Free State,Employed,Diploma,18,Toyota,Hilux,2001,8877,0,1,637939,12898,Single,1,24,693,Private,Good
4678,36,Male,Eastern Cape,Employed,Degree,18,Toyota,Fortuner,2010,40264,1,0,1360926,27440,Single,0,6,384,Business,Poor
4679,29,Female,North West,Employed,Diploma,11,Mercedes,A200,2011,58765,0,1,1170163,23581,Married,1,12,649,Commercial,Fair
4680,54,Male,Free State,Employed,Diploma,8,Hyundai,Creta,2014,40866,0,0,1211449,24475,Divorced,1,24,677,Commercial,Good
4681,59,Female,Western Cape,Unemployed,High School,40,BMW,320i,2011,51404,0,0,583819,11850,Divorced,1,6,760,Commercial,Very Good
4682,34,Female,Western Cape,Employed,Degree,16,Ford,Fiesta,2010,17762,1,0,1249612,25178,Widowed,0,24,709,Commercial,Good
4683,54,Female,Mpumalanga,Self-employed,Diploma,36,Toyota,Hilux,2019,27009,0,0,70761,1546,Married,0,24,748,Private,Very Good
4684,71,Male,Western Cape,Retired,High School,36,BMW,118i,2019,50547,3,0,420283,8613,Single,0,6,849,Commercial,Excellent
4685,65,Female,North West,Unemployed,Postgraduate,47,Toyota,Fortuner,2013,54797,0,0,1199216,24155,Single,0,6,708,Commercial,Good
4686,56,Female,Northern Cape,Employed,High School,25,Toyota,Hilux,2004,46767,2,0,96847,2124,Widowed,0,12,724,Private,Good
4687,45,Male,Western Cape,Employed,High School,18,Ford,Fiesta,2018,42016,0,0,118447,2564,Single,0,12,682,Private,Good
4688,58,Male,Western Cape,Self-employed,High School,39,Ford,Fiesta,2016,40314,1,0,448272,9096,Widowed,1,6,758,Private,Very Good
4689,52,Female,KwaZulu-Natal,Self-employed,High School,10,Volkswagen,Golf,2014,32460,1,0,1373884,27723,Single,1,24,688,Commercial,Good
4690,64,Female,Eastern Cape,Employed,High School,1,Mercedes,A200,2019,17989,1,0,838863,17028,Widowed,0,24,515,Private,Poor
4691,65,Male,North West,Self-employed,High School,4,Ford,EcoSport,2016,5078,2,0,1017613,20577,Widowed,1,24,572,Private,Poor
4692,35,Female,Gauteng,Unemployed,Postgraduate,17,BMW,118i,2011,49077,0,0,159780,3417,Divorced,0,24,511,Business,Poor
4693,31,Female,Free State,Employed,Postgraduate,11,BMW,X5,2007,55607,0,0,923742,18681,Married,1,24,512,Private,Poor
4694,52,Female,Free State,Unemployed,Degree,15,Hyundai,i20,2014,23853,0,0,508757,10346,Widowed,1,6,791,Private,Very Good
4695,61,Male,Western Cape,Employed,Degree,32,Hyundai,Creta,2020,20932,0,0,137707,2952,Married,0,12,626,Business,Fair
4696,58,Female,Northern Cape,Self-employed,Postgraduate,15,BMW,320i,2001,41432,0,0,1018145,20626,Widowed,0,12,315,Business,Poor
4697,24,Male,Mpumalanga,Employed,Postgraduate,6,Hyundai,i20,2020,12440,1,0,148039,3179,Widowed,0,12,800,Commercial,Excellent
4698,58,Male,Free State,Employed,Degree,23,Ford,Fiesta,2020,19895,1,1,1238324,24977,Divorced,1,6,313,Private,Poor
4699,30,Male,North West,Unemployed,High School,3,Toyota,Corolla,2016,42393,0,0,97396,2235,Widowed,1,24,367,Commercial,Poor
4700,35,Female,Free State,Unemployed,Diploma,17,Mercedes,C200,2020,44971,2,1,1188694,23929,Married,0,12,550,Private,Poor
4701,54,Male,Eastern Cape,Unemployed,High School,32,Toyota,Fortuner,2023,12989,0,0,952964,19267,Single,1,24,581,Commercial,Fair
4702,30,Female,KwaZulu-Natal,Unemployed,Postgraduate,12,BMW,320i,2009,39690,0,1,730869,14874,Single,0,24,309,Business,Poor
4703,53,Male,Mpumalanga,Employed,Degree,35,Toyota,Hilux,2017,42976,1,1,1160248,23369,Single,1,6,362,Business,Poor
4704,48,Female,Northern Cape,Self-employed,Degree,14,Mercedes,A200,2023,42740,0,1,106667,2358,Single,0,12,502,Private,Poor
4705,19,Female,North West,Employed,High School,1,Ford,Fiesta,2023,12827,0,0,826549,16686,Divorced,1,24,790,Business,Very Good
4706,33,Female,Mpumalanga,Student,Degree,15,Hyundai,i20,2011,36331,0,0,107786,2325,Widowed,0,24,749,Business,Very Good
4707,26,Male,Western Cape,Self-employed,Postgraduate,8,Toyota,Hilux,2000,19366,0,2,470748,9642,Married,0,24,445,Commercial,Poor
4708,26,Female,Free State,Employed,Postgraduate,8,Toyota,Corolla,2003,20380,0,0,1468393,29660,Divorced,0,12,391,Commercial,Poor
4709,55,Female,Northern Cape,Employed,Diploma,37,Ford,EcoSport,2004,55815,0,0,1270558,25503,Divorced,1,12,756,Private,Very Good
4710,28,Male,Gauteng,Student,Postgraduate,10,Ford,EcoSport,2023,23788,0,0,1485829,29890,Single,1,6,372,Business,Poor
4711,71,Male,Gauteng,Retired,Diploma,24,BMW,320i,2002,40557,1,0,71226,1685,Single,0,12,465,Commercial,Poor
4712,73,Female,Free State,Retired,Diploma,41,Hyundai,Tucson,2000,22592,0,0,947453,19109,Married,1,6,378,Private,Poor
4713,39,Male,Western Cape,Employed,High School,4,Volkswagen,Tiguan,2006,28204,1,0,197934,4191,Single,1,24,688,Business,Good
4714,50,Male,Gauteng,Unemployed,Degree,12,Hyundai,Tucson,2019,48776,0,0,416193,8548,Married,0,6,512,Private,Poor
4715,53,Male,North West,Employed,Postgraduate,35,Volkswagen,Polo,2011,29120,1,1,718780,14520,Divorced,0,24,608,Private,Fair
4716,62,Female,Limpopo,Self-employed,Degree,24,Toyota,Corolla,2020,13502,2,0,923911,18688,Single,0,12,522,Private,Poor
4717,40,Male,Free State,Unemployed,Diploma,1,Hyundai,i20,2005,45606,0,1,1430880,28887,Divorced,0,6,815,Commercial,Excellent
4718,62,Female,Northern Cape,Employed,Postgraduate,14,Mercedes,GLA,2019,44446,0,0,1110497,22412,Single,0,12,691,Private,Good
4719,62,Male,KwaZulu-Natal,Employed,Degree,31,Ford,EcoSport,2016,57837,1,0,523825,10663,Divorced,1,12,609,Business,Fair
